Id,Url,Last crawl status,Last crawled at,Created at
19411974,https://www.medicalcountermeasures.gov/newsroom/2013/fdaapprovbotulismantitoxinheptavalent/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:29:48 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411975,https://www.medicalcountermeasures.gov/newsroom/2013/lurie_fdaapprovbotulismantitoxinheptavalent/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:29:58 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411976,https://www.medicalcountermeasures.gov/newsroom/2013/clinical_studies_network_rfp/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:30:07 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411977,https://www.medicalcountermeasures.gov/newsroom/2013/testidentifyresistantflu/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:30:18 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411978,https://www.medicalcountermeasures.gov/newsroom/2013/presolicitationancillaryinflupreparedness/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:30:27 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411979,https://www.medicalcountermeasures.gov/newsroom/2013/strategicalliancedevantibiotics/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:30:36 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411980,https://www.medicalcountermeasures.gov/newsroom/2013/barda-proposal-public-health-and-medical-consequence-modeling-network/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:30:45 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411981,https://www.medicalcountermeasures.gov/newsroom/2013/barda-supports-new-broad-spectrum-antibiotic-drug/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:30:54 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411982,https://www.medicalcountermeasures.gov/newsroom/2013/pre-solicitation-notice-for-the-advanced-research-and-development/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:31:04 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411983,https://www.medicalcountermeasures.gov/newsroom/2013/pre-solicitation-notice-for-science-and-technology-platforms/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:31:13 +0000","Mon, 21 Dec 2020 16:27:07 +0000"
19411984,https://www.medicalcountermeasures.gov/newsroom/2013/pre-solicitation-notice-for-the-advancement-of-medical-countermeasures/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:31:23 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411985,https://www.medicalcountermeasures.gov/newsroom/2013/hhsbaanewsrelease/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:31:32 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411986,https://www.medicalcountermeasures.gov/newsroom/2013/baapreproposalconference/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:31:43 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411987,https://www.medicalcountermeasures.gov/newsroom/2013/smallmoleculedev/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:31:53 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411988,https://www.medicalcountermeasures.gov/newsroom/2013/pbs_report_2012/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:32:03 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411989,https://www.medicalcountermeasures.gov/newsroom/2013/evalseverethermalburns/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:32:12 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411990,https://www.medicalcountermeasures.gov/newsroom/2013/barda-evaluates-burn-dressing-for-radiation-sulfur-mustard-burns/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:32:20 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411991,https://www.medicalcountermeasures.gov/newsroom/2013/barda-funds-study-of-therapy-for-thermal-burns/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:32:30 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411992,https://www.medicalcountermeasures.gov/newsroom/2013/hhs-replenishes-nation-s-supply-of-anthrax-antitoxin/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:32:39 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411994,https://www.medicalcountermeasures.gov/newsroom/2013/hhs-boosts-stockpile-of-products-to-treat-acute-radiation-syndrome/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:32:57 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411995,https://www.medicalcountermeasures.gov/newsroom/2013/hhs-boosts-national-capacity-to-produce-pandemic-flu-vaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:33:06 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411996,https://www.medicalcountermeasures.gov/newsroom/2013/hhsnewbloodanthraxtest/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:33:14 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411998,https://www.medicalcountermeasures.gov/newsroom/2014/drug_bioterrorism_antimicrobial-resistant_infections/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:33:32 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19411999,https://www.medicalcountermeasures.gov/newsroom/2014/network-to-perform-clinical-studies/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:33:42 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19412001,https://www.medicalcountermeasures.gov/newsroom/2014/bid2014_registrationopen/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:00 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19412002,https://www.medicalcountermeasures.gov/newsroom/2014/ciadm_rtor_pfenex/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:07 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19412003,https://www.medicalcountermeasures.gov/newsroom/2014/establish-adjuvant-hub/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:16 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19412004,https://www.medicalcountermeasures.gov/newsroom/2014/ciadm_rtor_vaxin/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:25 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19412005,https://www.medicalcountermeasures.gov/newsroom/2014/ebolafaq/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:35 +0000","Mon, 21 Dec 2020 16:27:08 +0000"
19412006,https://www.medicalcountermeasures.gov/newsroom/2014/mappeboladevelopment/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:43 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412007,https://www.medicalcountermeasures.gov/newsroom/2014/profectusebolavaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:34:51 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412008,https://www.medicalcountermeasures.gov/newsroom/2014/barda-chem-and-radnuc-animal-model-development/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:35:00 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412009,https://www.medicalcountermeasures.gov/newsroom/2014/develop-next-generation-portable-ventilator/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:35:08 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412010,https://www.medicalcountermeasures.gov/newsroom/2014/severe-infections-and-prevent-cytokine-storm/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:35:17 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412011,https://www.medicalcountermeasures.gov/newsroom/2014/detection-tests-for-influenza/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:35:25 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412012,https://www.medicalcountermeasures.gov/newsroom/2014/speed-ebola-vaccine-delivery/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:35:34 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412014,https://www.medicalcountermeasures.gov/newsroom/2015/2014-phemce-sip/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:35:52 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412015,https://www.medicalcountermeasures.gov/newsroom/2015/cro-nonclinical-studies-sb/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:02 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412016,https://www.medicalcountermeasures.gov/newsroom/2015/cro-nonclinical-studies-other/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:10 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412017,https://www.medicalcountermeasures.gov/newsroom/2015/universal-flu-vaccine-rfp/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:19 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412018,https://www.medicalcountermeasures.gov/newsroom/2015/anthraxvaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:28 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412019,https://www.medicalcountermeasures.gov/newsroom/2015/animal-model-development-rfp/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:39 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412020,https://www.medicalcountermeasures.gov/newsroom/2015/continuous-manufacturing-rfi/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:47 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412021,https://www.medicalcountermeasures.gov/newsroom/2015/ad-bs-influenza-monoclonal-antibodies/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:36:57 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412022,https://www.medicalcountermeasures.gov/newsroom/2015/emergent-ciadm-ebola/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:37:08 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412023,https://www.medicalcountermeasures.gov/newsroom/2015/rfp-for-advanced-development-of-broad-spectrum-influenza-monoclonal-antibodies/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:37:19 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412024,https://www.medicalcountermeasures.gov/newsroom/2015/devanthraxvaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:37:28 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412025,https://www.medicalcountermeasures.gov/newsroom/2015/experimentalebolavaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:37:39 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412026,https://www.medicalcountermeasures.gov/newsroom/2015/allianceantibioticdevelopment/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:37:50 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412027,https://www.medicalcountermeasures.gov/newsroom/2015/developmentmonoclonalantibodyebola/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:38:01 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412028,https://www.medicalcountermeasures.gov/newsroom/2015/disasteruseapprovedclotbusting/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:38:12 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412029,https://www.medicalcountermeasures.gov/newsroom/2015/developmenthospitalizedinfluenzapatients/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:38:22 +0000","Mon, 21 Dec 2020 16:27:09 +0000"
19412030,https://www.medicalcountermeasures.gov/newsroom/2015/novel-drug-to-treat-influenza/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:38:34 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412031,https://www.medicalcountermeasures.gov/newsroom/2015/newproductsevereburns/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:38:46 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412032,https://www.medicalcountermeasures.gov/newsroom/2015/improveinfluenzavaccines/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:38:57 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412033,https://www.medicalcountermeasures.gov/newsroom/2015/presolicitationbaaflu/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:39:08 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412035,https://www.medicalcountermeasures.gov/newsroom/2015/coming-soon-broad-agency-announcements/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:39:30 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412036,https://www.medicalcountermeasures.gov/newsroom/2015/new-skin-substitute/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:39:42 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412037,https://www.medicalcountermeasures.gov/newsroom/2015/inhalational-anthrax-treatments/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:39:58 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412038,https://www.medicalcountermeasures.gov/newsroom/2015/draft-rfp-respiratory-illness-live-virus-fill-finish-services/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:40:11 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412039,https://www.medicalcountermeasures.gov/newsroom/2015/ssn-respiratory-illness-live-virus-fill-finish-services/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:40:24 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412040,https://www.medicalcountermeasures.gov/newsroom/2015/manufacturing-n95-respirators/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:40:44 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412042,https://www.medicalcountermeasures.gov/newsroom/2016/pre-solicitation-biological-animal-model-development/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:41:21 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412043,https://www.medicalcountermeasures.gov/newsroom/2016/antimicrobialresistancepartner/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:41:40 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412044,https://www.medicalcountermeasures.gov/newsroom/2016/zika-blood-product/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:42:00 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412045,https://www.medicalcountermeasures.gov/newsroom/2016/new-bsa-development/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:42:20 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412046,https://www.medicalcountermeasures.gov/newsroom/2016/zika-diagnostics/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:42:41 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412047,https://www.medicalcountermeasures.gov/newsroom/2016/decontamination-study/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:42:57 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412048,https://www.medicalcountermeasures.gov/newsroom/2016/anthrax-diagnostic-test/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:43:21 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412049,https://www.medicalcountermeasures.gov/newsroom/2016/nasal-anthrax-vaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:43:49 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412050,https://www.medicalcountermeasures.gov/newsroom/2016/pathogen-reduction-technologies/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:44:08 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412051,https://www.medicalcountermeasures.gov/newsroom/2016/ciadm-zika-vaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:44:27 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412052,https://www.medicalcountermeasures.gov/newsroom/2016/zika-vaccine-capacity-brazil/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:44:51 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412053,https://www.medicalcountermeasures.gov/newsroom/2016/regional-ebola-treatment-center/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:45:11 +0000","Mon, 21 Dec 2020 16:27:10 +0000"
19412054,https://www.medicalcountermeasures.gov/newsroom/2016/carb-x/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:45:36 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412055,https://www.medicalcountermeasures.gov/newsroom/2016/zika-diagnostic/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:46:01 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412056,https://www.medicalcountermeasures.gov/newsroom/2016/single-dose-anthrax/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:46:33 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412057,https://www.medicalcountermeasures.gov/newsroom/2016/zika-emergency-puerto-rico/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:46:48 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412058,https://www.medicalcountermeasures.gov/newsroom/2016/diasorin-zika/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:47:16 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412059,https://www.medicalcountermeasures.gov/newsroom/2016/orasure-zika/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:47:35 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412060,https://www.medicalcountermeasures.gov/newsroom/2016/chembio-zika/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:47:52 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412061,https://www.medicalcountermeasures.gov/newsroom/2016/takeda-zika/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:48:16 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412062,https://www.medicalcountermeasures.gov/newsroom/2016/moderna-zika/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:48:29 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412063,https://www.medicalcountermeasures.gov/newsroom/2016/amr-prize/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:48:51 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412064,https://www.medicalcountermeasures.gov/newsroom/2016/new-antibiotics/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:49:10 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412065,https://www.medicalcountermeasures.gov/newsroom/2016/zika-vaccine-sanofi/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:49:29 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412066,https://www.medicalcountermeasures.gov/newsroom/2016/bioterrorism-antidote/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:49:56 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412067,https://www.medicalcountermeasures.gov/newsroom/2016/genetic-sequencing-platform/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:50:16 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412068,https://www.medicalcountermeasures.gov/newsroom/2016/next-gen-anthrax/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:50:39 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412069,https://www.medicalcountermeasures.gov/newsroom/2016/tests-ebola-vaccine/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:50:59 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412070,https://www.medicalcountermeasures.gov/newsroom/2016/test-radiation-absorbed/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:51:27 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412071,https://www.medicalcountermeasures.gov/newsroom/2016/radiological-threats/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:52:05 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412072,https://www.medicalcountermeasures.gov/newsroom/2016/new-barda-director/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:52:38 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412074,https://www.medicalcountermeasures.gov/newsroom/2017/carb-x-competition/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:53:32 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412075,https://www.medicalcountermeasures.gov/newsroom/2017/carb-x-drug-discovery-and-dev/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:53:59 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412076,https://www.medicalcountermeasures.gov/newsroom/2017/zika-diagnostic/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:54:23 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412077,https://www.medicalcountermeasures.gov/newsroom/2017/high-throughput-biodosimetry/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:54:49 +0000","Mon, 21 Dec 2020 16:27:11 +0000"
19412078,https://www.medicalcountermeasures.gov/newsroom/2017/point-of-care-biodosimetry-tests/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:55:14 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412079,https://www.medicalcountermeasures.gov/newsroom/2017/rfp-biodosimetry-poc/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:55:36 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412080,https://www.medicalcountermeasures.gov/newsroom/2017/rfp-biodosimetry-high-throughput/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:56:06 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412081,https://www.medicalcountermeasures.gov/newsroom/2017/carb-x-announces-funding-for-global-scientists/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:56:36 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412082,https://www.medicalcountermeasures.gov/newsroom/2017/new-antibiotic/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:57:03 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412083,https://www.medicalcountermeasures.gov/newsroom/2017/antibiotic-ridinilazole/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:57:25 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412084,https://www.medicalcountermeasures.gov/newsroom/2017/janssen-influenza/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:58:03 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412085,https://www.medicalcountermeasures.gov/newsroom/2017/cyanide-intranasal/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:58:22 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412086,https://www.medicalcountermeasures.gov/newsroom/2017/anthrax-poc-test/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:58:36 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412087,https://www.medicalcountermeasures.gov/newsroom/2017/respiratory-drug-chemical-antidote/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:59:06 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412088,https://www.medicalcountermeasures.gov/newsroom/2017/smallpox-vaccine-special-pop/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:59:30 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412089,https://www.medicalcountermeasures.gov/newsroom/2017/ebola-vaccines/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 16:59:48 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412090,https://www.medicalcountermeasures.gov/newsroom/2017/reusable-respirator/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 17:00:08 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412091,https://www.medicalcountermeasures.gov/newsroom/2017/influenza-and-eid/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 17:00:36 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412092,https://www.medicalcountermeasures.gov/newsroom/2017/radiation-exposure-tests/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 17:01:14 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
19412093,https://www.medicalcountermeasures.gov/newsroom/2017/infection-antibiotic/,undefined method `attributes' for nil:NilClass,"Mon, 21 Dec 2020 17:01:36 +0000","Mon, 21 Dec 2020 16:27:12 +0000"
