path,"title_en","description_en","content_en",created,changed,tags
"https://www.medicalcountermeasures.gov/federal-initiatives/public-meetings/hhs-phemc-enterprise-stakeholders-workshop/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"August 14th 2019, 17:03:27.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/federal-initiatives/public-meetings/barda-industry-day-2018/keynote-speaker/","- My ASP.NET Application","Your description","Application name",,"August 14th 2019, 10:50:00.000","[""medicalcountermeasures"",""hhs"",""""]"
"https://www.medicalcountermeasures.gov/publications/public-health-emergency-medical-countermeasures-enterprise-review/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"August 11th 2019, 15:36:42.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/barda/influenza-and-emerging-infectious-diseases/coronavirus/pharmaceutical-manufacturing-in-america/","MedicalCountermeasures.gov",,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA Pharmaceutical Manufacturing in America BARDA'S COMMITMENT TO EXPANDING PHARMACEUTICAL MANUFACTURING IN THE UNITED STATES Coronavirus Resources: Coronavirus.gov Coronavirus Disease 2019 (COVID-19) What the U.S. Government is Doing BARDA launched a strategic partnership in May 2020 to foster and expand Pharmaceutical Manufacturing in America by increasing U.S.-based manufacturing capacity to produce active pharmaceutical ingredients and generic medicines needed during the COVID-19 response , and during future public health emergencies. The Challenge Currently, a majority of active pharmaceutical ingredients (APIs) and their chemical compounds needed for critical medicines are manufactured outside the United States. They are typically manufactured using slow and less efficient processes. Shipping the ingredients or finished drugs to the U.S. wastes valuable time that can slow down our country’s response to a pandemic or other public health emergency. Such global dependencies put our national health supply chain at risk. The U.S. national medical supply also is placed at further risk during a global health emergency when individual countries can close borders and potentially curtail access to these critical materials. The Opportunities With funding provided by congress under “Coronavirus Preparedness and Response Supplemental Appropriations Act, 2020” and “Coronavirus Aid, Relief, and Economic Security Act’’ (CARES Act’), BARDA was able to invest in and enhance U.S.-based manufacturing capacity. BARDA has made previous investments to expand U.S.-based biological manufacturing capacity by helping private sector partners build or retrofit manufacturing lines, establishing three Centers for Innovation and Advanced Manufacturing (CIADMs), and a Fill Finish Manufacturing Network (FFMN). COVID-19 funding and authorization provides BARDA the resources and opportunity to build on that experience to expand into new public-private partnerships that further increase U.S. based pharmaceutical manufacturing. By partnering with the Phlow-led team, BARDA has initiated a new effort that seeks to increase U.S.based capacity for producing the APIs and the chemical compounds necessary to make critical medicines and help alleviate or prevent drug shortages, particularly during the COVID-19 pandemic. The partnership provides a unique opportunity to develop an end-to-end advanced domestic manufacturing capability to significantly improve our nation’s domestic pharmaceutical supply chain. The Impact In public health emergencies, the “Pharmaceutical Manufacturing in America” strategic effort holds the potential to provide patients in the United States with critical essential medicines faster, reduce the likelihood of drug shortages, and increase U.S. preparedness. How Partners Work Together Phlow AMPAC Fine Chemicals CivicaRx Virginia Commonwealth University X More About Phlow Phlow USA Partner: Phlow was founded as a U.S.-based public benefit company with a mission to provide low-cost, high quality, essential medicines in the United States. As an initiative partner, their goal is to help America secure a strategic stockpile of active ingredients and essential medicines to reduce America’s dependence on foreign sources. X More About AMPAC Fine Chemicals AMPAC Fine Chemicals USA Partner: AMPAC Fine Chemicals (AFC) is a custom manufacturer of active pharmaceutical and precursor chemical ingredients located in Virginia. Through BARDA’s strategic partnership, Phlow works with AFC as well as other FDA-approved cGMP manufacturers to secure capacity for immediate API production. Phlow also will secure its own API manufacturing capabilities adjacent to AMPAC’s plant in Petersburg, Virginia, to make API. X More About CivicaRx CivicaRx USA Partner: CivicaRx will manufacture the finished dosage forms, including vials and syringes with a network of manufacturing partners that has been built. They also will begin immediate plans to build their own finished dosage form manufacturing facility in a partnership with Phlow Corporation on the same site as Phlow’s operations to ensure an end-to-end domestic capability focused on solving the nation’s critical drug shortage challenges. X More About Virginia Commonwealth University Virginia Commonwealth University Medicines for All Institute (""M4ALL"") USA Partner: Virginia Commonwealth University Medicines for All Institute (“M4ALL”) will use innovative flow chemistry and proprietary process manufacturing technologies to produce API with higher quality, higher yielding, faster and less costly methods as compared to batch manufacturing. They have already proven their ability to do this with the Bill and Melinda Gates Foundation. This advanced manufacturing process methodology will be transferred to Phlow Corporation and will enable Phlow to help the U.S. government create a strategic reserve of essential drugs while providing for lower drug costs for consumers. BARDA’s COVID-19 Domestic Manufacturing & Infrastructure Investments Infrastructure & Expansion Support BARDA is making critical investment to accelerate the expansion of domestic manufacturing capacity for ancillary supplies (needles, syrings, vials) as part of BARDA committment to foster and expand Pharmaceutical Manufacturing in America. Next Generation Manufacturing Investments BARDA is making critical next generation and continuous manufacturing investments to drive innovaction in manufacturing as part of BARDA's commitment to foster and expand Pharmaceutical Manufacturing in America. Domestic Manufacturing Capacity As part of the Interagency COVID-19 Response Team, BARDA is investing in domestic manufacturing capacity for the production of COVID-19 vaccines and therapeutics. This page is updated regularly, but may not include all awards All () Manufacturing Infrastructure & Expansion Support () Next Generation Manufacturing Investments () Domestic ManufacturingCapacity () Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"August 14th 2020, 19:19:16.000",
"https://www.medicalcountermeasures.gov/barda/series/sio2-materials-science/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"November 23rd 2020, 13:21:47.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/barda/series/luminex-corporation/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"November 23rd 2020, 13:21:47.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/barda/series/smiths-medical/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"November 23rd 2020, 13:21:47.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/federal-initiatives/resources/",Resources,,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA Resources Public Meetings Procurements and Grants Strategies and Reports Guidance Resources FILTER RESULTS: LATEST Public Meetings Procurements and Grants Strategies and Reports Guidance Resources Procurements and Grants Microbiology Biodefense and Emerging Infections Research Resources Repository (BEI Resources) - American Type Culture CollectionThis centralized repository acquires, authenticates, stores, and distributes NIAID Category A, B, and C agents to the scientific community for use in research and product development. It also produces and dispenses reagents, such as DNA clones, body fluids and cells, synthetic peptides, and monoclonal and polyclonal antibodies. The repository offers an alternative for universities and other institutions that no longer want to store or distribute select agents. New repository acquisitions will be catalogued, tested for quality, and made available to investigators who meet federal guidelines for select agent use. Regional Centers of Excellence (RCEs) for Biodefense and Emerging Infectious Disease ResearchThe primary objective of the Centers program is to support the NIAID Biodefense and Emerging Infectious Diseases Research Agenda. The Centers will build and maintain a strong infrastructure supporting multifaceted research and development activities that promote scientific discovery and translational research capacity required to create the next generation of therapeutics, vaccines, and diagnostics for the NIAID Category A-C agents. Procurements and Grants Immunology and Testing The Filovirus Animal Nonclinical Group (FANG) Immune Epitope Database and Analysis ProgramThis site presents information that facilitates the dissemination of immune epitope information, the generation of new research tools, diagnostic techniques, vaccines and therapeutics for emerging and re-emerging diseases. The IEDB contains data related to antibody and T cell epitopes for humans, non-human primates, rodents, and other animal species. NIH/NIAID Tetramer FacilityThe NIH/NIAID Tetramer Facility, located at Atlanta's Emory University, provides tetramers to researchers from around the world allowing them to conduct experiments that otherwise would be difficult or impossible to complete. These tetramers offer vast improvements over previous procedures for screening T cell responses, but not all laboratories possess the resources required to synthesize and assemble the molecules. Systems Approach to Innate Immunity, Inflammation, and Sepsis - The Scripps Research InstituteThe primary objective of the program is to develop an encyclopedia of innate immune system activity. This large-scale collaborative project grant brings together investigators with many different scientific backgrounds and talents to use a ""systems biology"" approach to better understand how the innate immune system responds to bacteria and viruses, as well as its role in orchestrating adaptive immunity. In Vitro and Animal Models for Emerging Infectious Diseases and BiodefenseThe primary objective of these models is to provide targeted screening of potential therapeutic and prevention modalities for emerging infectious agents and bioterrorism pathogens using in vitro, small animal, and nonhuman primate models to test safety and efficacy. In vitro and animal models are needed to ensure development and testing of vaccines, therapeutics, and diagnostics; pre-clinical safety testing will be required to speed the development of new generation products. Extramural Construction of Biosafety LaboratoriesNIAID has provided funding for the construction of National Biocontainment Laboratories (NBLs) and Regional Biocontainment Laboratories at research institutions across the country. The NBLs will serve as a national and regional resource for research on biodefense and emerging infectious disease agents that require BSL-4/3/2 biocontainment, while the RBLs will serve as a regional resource for research requiring BSL-3/2 biocontainment. The NBLs and RBLs will complement and support the research activities of NIAID's Regional Centers of Excellence for Biodefense and Emerging Infectious Diseases Research. The biosafety labs also will be available and prepared to assist national, state and local public health efforts in the event of a bioterrorism or infectious disease emergency. Procurements and Grants Genomics Microbial Sequencing CentersNIAID's Microbial Genome Sequencing Centers provide state-of-the-art high throughput DNA sequencing of microbial genomes. Pathogen Functional Genomics Resource CenterThis centralized facility provides scientists with resources and reagents for conducting functional genomics research on human pathogens and invertebrate vectors of infectious diseases. Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"August 11th 2019, 15:36:42.000",
"https://www.medicalcountermeasures.gov/phemce/dod/","UNITED STATES DEPARTMENT OF DEFENSE (DOD)",,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA UNITED STATES DEPARTMENT OF DEFENSE (DOD) The mission of the Department of Defense is to provide the military forces needed to deter war and to protect the security of our country. The department's headquarters is at the Pentagon. Defense Threat Reduction Agency (DTRA) Joint Program Executive Office for Chemical, Biological, Radiological and Nuclear Defense (CBRND) Defense Advanced Research Projects Agency (DARPA) Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"May 5th 2020, 13:51:10.000",
"https://www.medicalcountermeasures.gov/barda/series/empatica-inc/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"November 23rd 2020, 13:21:47.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/barda/series/nanomix-inc/","MedicalCountermeaures.gov - Home","Your description","Skip to main content Public Health Emergency U.S. Department of Health & Human Services Medical Countermeasures Search Submit Home Oops Oops! We apologize, but an error occurred and your request could not be completed. This error has been logged. If you have additional information regarding what may have caused this error, please contact us. Back to home page",,"November 23rd 2020, 13:21:47.000","[""your keywords""]"
"https://www.medicalcountermeasures.gov/home5/","Medical Countermeasures","MCM facilitates communication between federal government agencies and public stakeholders to enhance the Nation's public health emergency preparedness.","U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA BARDA Coronavirus Response Learn more about BARDA’s impact throughout the COVID-19 response Read More Photo Source: ASPR NDMS Mass Vaccination Site at Toyota Findlay Center in Prescott Valley, AZ Meet BARDA’s Newest Innovation Program: BARDA VENTURES Learn More SAVE THE DATE BARDA INDUSTRY DAY 2021 Virtual Event - November 3-4, 2021 Read More Spotlight SPOTLIGHT BARDA's COVID-19 Response Timeline Explore Our Interactive Timeine of #MakingCountermeasures BARDA FDA Approvals Explore our FDA Approvals, Licensures, & Clearances for Medical Countermeasures COVID-19 Medical Countermeasure Portfolio Explore BARDA's Expanding COVID-19 Medical Countermeasure Portfolio Explore BARDA's Culture of Innovation See How We Seek Innovation in Science Broad Agency Announcement Investing in an array of medical countermeasures to diagnose, treat, or protect against COVID-19 under the BARDA BAA Enhancing the Nation's PUBLIC HEALTH SECURITY and emergency preparedness by facilitating communication on innovative products and solutions between federal agencies and public stakeholders. FDA Approvals , Licensures and Clearances for BARDA supported Products EUAs for BARDA-supported SARS CoV-2 Diagnostic Tests Over patients transfused with convalescent plasma under BARDA-supported expanded access programs COVID-19 CoronaWatch requests from in the USA COVID-19 CoronaWatch Virtual Market Research Meetings with innovative companies Diagnostic Test Kits Shipped by BARDA supported Partners COVID-19 contract awards in as few as STATEMENT FROM THE BARDA DIRECTOR on the launch of BARDA’s newest innovation program BARDA Ventures Dr. Gary Disbrow, BARDA Director TWITTER @BARDA @BARDA × Twitter Video Here Close ANNOUNCEMENTS & MEDIA BARDA announces the 61st FDA Approval/Licensure/Clearance for Medical… 16 June 2021 Updated Instructions: Seeking Proposals: Antibacterial Accelerator Bro… 14 June 2021 News release from HHS.gov: Biden Administration announces U.S. govern… 09 June 2021 PUBLICATIONS Stewardship & Access Plan Development Guide 2021 View Details PDF (576 KB) National Strategy for the COVID-19 Response & Pandemic Preparedness View Details PDF (4 MB) BARDA Industry Day 2020BARDA Overview View Details PDF (4.3MB) National Action Plan for Combating Antibiotic-Resistant Bacteria2020-2025 View Details PDF (7.25MB) 2020 ASPR Strategic Plan2020-2023 View Details PDF (4.4MB) National Health Security Strategy2019-2022 View Details PDF (1.37MB) National Biodefense Strategy2018 View Details PDF (.92MB) PHEMCE Strategy and Implementation Plan2017-2018 View Details PDF (.96MB) PHEMCE Strategy and Implementation Plan2016 View Details PDF (.96MB) PHEMCE Stakeholders Workshop Report2016 View Details PDF (.71MB) BARDA Biomedical Advanced Research and Development Authority BARDA provides a systematic approach to the development and purchase of the necessary vaccines, drugs, therapies, and diagnostic tools for public health medical emergencies. ASPR Assistant Secretary for Preparedness and Response ASPR focuses on preparedness planning and response; building federal emergency medical operational capabilities; countermeasures research, and grants to strengthen the capabilities of health care systems to minimize the health impacts of public health emergencies. NIH United States National Institutes of Health NIH is responsible for conducting research to better understand public health threats and establish a foundation for developing medical countermeasures. FDA United States Food and Drug Administration FDA's responsibility is to ensure that medical countermeasures (MCMs)-such as drugs, vaccines, and diagnostic tests-to counter these threats are safe, effective, and secure. CDC Centers for Disease Control and Prevention The CDC leads the emergency preparedness and response activities by providing strategic coordination for activities across local, state, national, and international public health partners. DoD United States Department of Defense The DoD provides the military forces needed to deter war and to protect the security of our country. The department's headquarters is at the Pentagon. DHS United States Department of Homeland Security The DHS is charged with securing the nation from the many threats we face. These threats include natural and man-made biological, chemical, radiological, and nuclear threats. Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"July 29th 2020, 17:27:38.000",
"https://www.medicalcountermeasures.gov/newsroom/2020/sab-185/","MedicalCountermeasures.gov",,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA BARDA, Department of Defense, and SAb Biotherapeutics to Partner to Develop a Novel COVID-19 Therapeutic A therapeutic to treat novel coronavirus disease 2019 (COVID-19) is moving forward in development through a partnership between BARDA, the Department of Defense Joint Program Executive Office for Chemical, Biological, Radiological, and Nuclear Defense (JPEO - CBRND), and SAb Biotherapeutics, Inc. (SAb), of Sioux Falls, South Dakota. Using an interagency agreement with JPEO’s Medical CBRN Defense Consortium, BARDA transferred approximately $7.2 million in funding to (JPEO - CBRND) to support SAb to complete manufacturing and preclinical studies, with an option to conduct a Phase 1 clinical trial. The therapeutic, called SAB-185, is part of a new class of immunotherapies that relies on SAb’s platform technology to produce fully human polyclonal antibodies as the basis for the drug. This technology produces the antibodies without the need for blood donations from people who have recovered from the virus; this approach produces greater quantities of the drug than the traditional human antibody donor methods. Currently, there are no FDA-approved vaccines or therapeutics for the treatment of COVID-19. Therapeutics are urgently needed to treat the symptoms of COVID-19, especially in the absence of vaccines to help control the spread of the disease. BARDA is working with its partners across industry and government to build a portfolio of medical countermeasures, including drugs, vaccines and diagnostic tests, for this COVID-19 pandemic and future coronavirus outbreaks. BARDA supports the development of innovative products and approaches, like the SAb Biotherapeutics, Inc. technology, that aim to solve major health security challenges through innovative approaches and products. This award is one component of BARDA’s rapidly expanding COVID-19 medical countermeasure portfolio; visit BARDA’s COVID-19 Portfolio to learn more. About SAb Biotherapeutics The following information is provided by the company and does not indicate endorsement by the federal government of the company or its products. SAb Biotherapeutics, Inc. (SAb) is a clinical stage, biopharmaceutical development company leading the science and manufacturing of antibody therapeutics. SAb is delivering the world’s first large-scale platform to create immunoglobulins. This natural production platform holds the potential for treatment of public health problems, rare conditions, long-term diseases and global pandemic threats. Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"April 29th 2020, 21:41:49.000",
"https://www.medicalcountermeasures.gov/newsroom/2020/hememics-diagnostic/","MedicalCountermeasures.gov",,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA BARDA supports Hememics Biotechnologies, Inc to develop a rapid antigen and antibody diagnostic to identify current or past SARS-CoV-2 infections in 60 seconds BARDA is collaborating with Hememics Biotechnologies, Inc. on the development of a rapid, Bluetooth-connected SARS-CoV-2 diagnostic test. The test is being designed to detect SARS-CoV-2 antigen from nasal swab samples and associated antibodies in 60 seconds or less through a finger-prick. Using the nasal swab antigen test, healthcare providers can triage patients infected with SARS-CoV-2 rapidly and make informed treatment decisions. Furthermore, antibody testing of blood to identify serological antibodies indicates which patients have been previously infected, even without showing symptoms, and recovered or those who could be potentially developing an infection but asymptomatic and need care. The added convenience of this test being Bluetooth-connected to cloud-based data management networks may aid public health officials with real-time geographical mapping of outbreaks. The HEMEMICS HemBox™ biosensor system is a currently under development for a rapid detection, point-of-care (POC) diagnostic tool capable of simultaneously testing for up to 17 pathogens, using only one drop of blood or mucous. With results delivered in 60 seconds or less, clinicians could administer testing, diagnosis, and treatment in one patient interaction. HemBox™ is expected to offer an inexpensive, real time, rapidly deployable alternative tool for healthcare providers; the HemBox is being developed to be used easily in both traditional care environments and in the field for swift and accurate diagnosis of known and novel infectious diseases, like SARS-CoV-2. This award is one component of BARDA’s Rapidly-Expanding COVID-19 Medical countermeasure portfolio, visit BARDA’s COVID-19 Portfolio to learn more. About the Company: The following information has been provided by the company and does not indicate an endorsement by the U.S. government of the company or its products. Hememics is a venture-backed biotechnology company that has developed a cellphone-sized POC device to pathogens in less than one minute. Due to a patented process for stabilizing antibodies on their proprietary chip, this technology does not require refrigeration. Coupled with its simplicity of operation, the device can be used anywhere – in the field or at bedside – to provide answers in seconds at the point of triage. The initial device in development is a point-of-care panel for STI. Inova Strategic Investments, the venture capital fund for the Inova Health System, is another significant investor in Hememics. For additional information about the Company, please visit: www.hememics.com. Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"April 16th 2020, 15:00:39.000",
"https://www.medicalcountermeasures.gov/newsroom/2020/diasorin/","MedicalCountermeasures.gov",,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA HHS/BARDA supports DiaSorin, Inc to develop a fully automated serology test to detect novel coronavirus infections BARDA is collaborating again with DiaSorin, this time to develop a clinical laboratory test to identify people who have been infected with the SARS-COV-2 virus but have recovered. Known as a serology assay, the test detects the presence of IgG antibodies specific to the virus in a person’s blood. Having certain levels of these immuno-protective antibodies indicates that the person is convalescent (recovering or recovered from COVID-19). This knowledge is particularly important for healthcare providers and workers in essential industries such as utilities and food production and may inform a person’s decision on when to return to work after potential exposure to the virus. This diagnostic test has been designed to respond to the need to identify people in the population who had already been infected with the virus, but whose diagnosis has not been confirmed by performing a swab and a molecular diagnostic test, or who have recovered from recent infection. DiaSorin's assay runs on the company’s FDA 510(k) cleared LIAISON XL instrument platform used routinely in hundreds of hospital and reference diagnostic laboratories across the U.S. The platform fully automates management of the diagnostic process, allowing laboratories to process up to 170 patient blood samples per hour, with a minimum level of intervention required by laboratory operators and results in less than 45 minutes. This availability and speed increases the current capacity for testing to detect past infections in people who are recovering or recovered from COVID-19. The system is a fully automated, easy to use, quantitative detection platform that performs a range of immunodiagnostic assays. The platform consists of the automated LIAISON instrument and an immunodiagnostics assay workflow. This serological test is the second DiaSorin COVID-19 test to be supported by BARDA; the first was the SimplexaTM COVID-19 Direct assay, a molecular test for qualitative identification of SARS-CoV-2 which was developed by subsidiary, DiaSorin Molecular, LLC, of Cypress, California. BARDA and DiaSorin entered into a public-private partnership, with BARDA contributing approximately $180,000 and DiaSorin funding the total remaining project cost. This award is one component of BARDA’s Rapidly-Expanding COVID-19 Medical countermeasure portfolio, visit BARDA’s COVID-19 Portfolio to learn more. About the Company: The following information has been provided by the company and does not indicate an endorsement by the U.S. government of the company or its products. DiaSorin, Inc., is a global leader in the laboratory diagnostics market, specializing in the immunodiagnostics and molecular diagnostics segments. For over 50 years DiaSorin Group has been developing, producing and commercializing diagnostic tests. DiaSorin supports clinical laboratory needs and activities, providing solutions that are reliable, innovative, fully automated and standardized. DiaSorin continually invests in Research & Development, using distinctive expertise in the field to deliver a high level of innovation. More information is available at: https://www.diasorin.com. Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"April 14th 2020, 15:07:40.000",
"https://www.medicalcountermeasures.gov/newsroom/2020/americas-blood-centers/","MedicalCountermeasures.gov",,"Skip to main content U.S. Department of Health & Human Services Public Health Emergency Login | Register X I WANT TO FIND Search FEATURED SEARCHES: Coronavirus BARDA Industry Day PRISM TechWatch Announcements & Media BARDA BARDA and America’s Blood Centers partner to support and coordinate collection and distribution of convalescent plasma units for COVID-19 patients’ therapeutic use BARDA is supporting America’s Blood Centers in coordinating the collection and distribution of convalescent plasma for therapeutic use in treating COVID-19 hospitalized patients. Convalescent plasma has potential to be one of the first therapeutics in use on the front linesand is collected from patients who have recovered from COVID-19. It may contain antibodies against SARS-CoV-2 (the virus that causes COVID-19). The use of convalescent plasma has been studied in outbreaks of other respiratory infections, including the 2009-2010 H1N1 influenza virus pandemic, 2003 SARS-CoV-1 epidemic, and the 2012 MERS-CoV epidemic. Although preliminary studies completed in China are promising, convalescent plasma has not been shown to be effective in every disease studied and additional studies are needed to show whether convalescent plasma is an effective treatment for COVID-19. BARDA and America’s Blood Centers are working closely with the U.S. Food and Drug Administration (FDA) which is coordinating across the U.S. government on a unified effort to collect convalescent plasma for use as a treatment for COVID-19 patients and in clinical trials. This award is one component of BARDA’s rapidly expanding COVID-19 medical countermeasure portfolio; visit BARDA’s COVID-19 Portfolio to learn more. About America’s Blood Centers: The following information is provided by the company and does not indicate endorsement by the federal government of the company or its products. America’s Blood Centers provides representation and advocacy on behalf of its member blood centers, ensuring their voices are heard in the development of national health policy and before decision makers in federal agencies and the U.S. Congress. America’s Blood Centers also provides its members with scientific, medical, technical, quality, and regulatory expertise. America’s Blood Centers has been recognized by the U.S. Congress for our critical work in patient care and disaster preparedness and response. To find a blood center to arrange a donation of convalescent plasma, visit https://americasblood.org/convalescentplasma/. Website Refresh - www.medicalcountermeasures.gov is pleased to announce a phased launch of our newly redesigned public website. We are making website improvements to provide a more modern and customer-centric web experience. Over the next several months you will see differences throughout the site while we continue implementing updates. Thank you for your understanding and please let us know if you have any questions: techwatchinbox@hhs.gov",,"April 27th 2020, 14:31:12.000",
